material,ancho_m,largo_m,completa,tipo_corte,x_plano,y_plano
Moret,0.3,0.6,no,corte_esquina,146.653,56.418
Moret,0.3,0.6,no,corte_esquina,146.353,57.018
Moret,0.3,0.6,no,corte_esquina,146.653,57.018
Moret,0.3,0.6,no,corte_esquina,146.353,57.618
Moret,0.3,0.6,no,corte_esquina,146.653,57.618
Moret,0.3,0.6,no,corte_esquina,146.353,58.218
Moret,0.3,0.6,no,corte_esquina,146.653,58.218
Moret,0.3,0.6,no,corte_esquina,146.353,58.818
Moret,0.3,0.6,no,corte_esquina,146.653,58.818
Moret,0.3,0.6,no,corte_esquina,146.353,59.418
Moret,0.3,0.6,no,corte_esquina,146.653,59.418
Moret,0.3,0.6,no,corte_esquina,146.353,60.018
Moret,0.3,0.6,no,corte_esquina,146.653,60.018
Moret,0.3,0.6,no,corte_esquina,145.153,56.418
Moret,0.3,0.6,no,corte_esquina,145.453,56.418
Moret,0.3,0.6,no,corte_esquina,145.153,57.018
Moret,0.3,0.6,no,corte_esquina,145.453,57.018
Moret,0.3,0.6,no,corte_esquina,145.153,57.618
Moret,0.3,0.6,no,corte_esquina,145.453,57.618
Moret,0.3,0.6,no,corte_esquina,145.153,58.218
Moret,0.3,0.6,no,corte_esquina,145.453,58.218
Moret,0.3,0.6,no,corte_esquina,145.153,58.818
Moret,0.3,0.6,no,corte_esquina,145.453,58.818
Moret,0.3,0.6,no,corte_esquina,145.153,59.418
Moret,0.3,0.6,no,corte_esquina,145.453,59.418
Moret,0.3,0.6,no,corte_esquina,145.153,60.018
Moret,0.3,0.6,no,corte_esquina,145.453,60.018
Moret,0.3,0.6,no,corte_esquina,144.853,56.418
Moret,0.3,0.6,no,corte_esquina,144.853,57.018
Moret,0.3,0.6,no,corte_esquina,144.853,57.618
Moret,0.3,0.6,no,corte_esquina,144.853,58.218
Moret,0.3,0.6,no,corte_esquina,144.853,58.818
Moret,0.3,0.6,no,corte_esquina,144.853,59.418
Moret,0.3,0.6,no,corte_esquina,144.853,60.018
Royal Walnut,0.2,0.4315,no,corte_largo,328.807,-125.046
Royal Walnut,0.2,1.2,si,completa,328.807,-124.229
